Timestamp,Social_Impact,Gender,Age,Neighborhood,Occupation,MM_Usage_Duration,Heard_Scam,Victim,Nb_Times,Scam_Method,Other_Method,Amount_Lost_FCFA,Reported,Reported_To,Know_Detection,Info_Source,Need_Training,Suggestions
2025/07/27 1:42:04 PM UTC+1,Option 1,Male,35,Bini,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/07/27 1:43:08 PM UTC+1,Option 1,Female,27,Gadamabanga,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer,,16000,Yes,The police,Yes,Mobile agent;No awareness received,Yes,
2025/07/27 8:14:59 PM UTC+1,Option 1,Male,25,Dang,Phone credit / money transfer,1 to 3 years,Yes,Yes,,Call from a stranger pretending to be an agent,"Firstly a man called me that he is trying the goods of a trader, After arriving at the destination the pretender boss called me that he was touched by my gesture which saved his goods and that he wanted to help me by offering me a motorcycle. After wanting to ship that it is I who manages the Tryearsport. I sent the amount and ultimately it was due scam",25000,Yes,A relative/friend,No,Relatives / friends;No awareness received;Other,Yes,Limited scams
2025/08/23 3:15:19 PM UTC+1,Option 1,Female,34,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 3:16:01 PM UTC+1,Option 1,Male,56,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/08/23 3:16:37 PM UTC+1,Option 1,Male,34,"Ngaoundéré, ville",clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:17:46 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,30000,No,A relative/friend,No,Relatives / friends,Yes,
2025/08/23 3:25:06 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 3:25:59 PM UTC+1,Option 1,Male,34,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 3:26:39 PM UTC+1,Option 1,Female,19,Dang,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 3:30:26 PM UTC+1,Option 1,Female,32,Manwi,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 3:31:25 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 3:32:09 PM UTC+1,Option 1,Female,21,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:32:45 PM UTC+1,Option 1,Male,22,Manwi,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:33:22 PM UTC+1,Option 1,Female,44,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/23 3:33:57 PM UTC+1,Option 1,Female,22,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:34:41 PM UTC+1,Option 1,Male,33,Gadamabanga,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;Other,Yes,
2025/08/23 3:35:46 PM UTC+1,Option 1,Male,31,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,4000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/23 3:36:21 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:37:45 PM UTC+1,Option 1,Female,34,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:38:24 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/08/23 3:38:56 PM UTC+1,Option 1,Female,43,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 3:39:29 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 3:41:07 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:41:54 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,,Fake withdrawal or deposit message,,0,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/08/23 3:42:40 PM UTC+1,Option 1,Male,33,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:43:12 PM UTC+1,Option 1,Female,42,Manwi,food business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:43:59 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 3:44:31 PM UTC+1,Option 1,Male,35,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:45:11 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:45:47 PM UTC+1,Option 1,Female,42,Manwi,Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 3:46:37 PM UTC+1,Option 1,Female,23,Carrefour Borongo,Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:47:09 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:47:49 PM UTC+1,Option 1,Male,31,Manwi,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:50:21 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Je ne sais pas,
2025/08/23 3:50:56 PM UTC+1,Option 1,Male,42,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 3:51:28 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Je ne sais pas,
2025/08/23 3:52:05 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 3:52:45 PM UTC+1,Option 1,Male,34,Carrefour Borongo,Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 3:53:31 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,No,
2025/08/23 3:54:15 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/08/23 3:54:47 PM UTC+1,Option 1,Female,34,Carrefour Borongo,Other,Less than 1 year,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/08/23 3:56:48 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Je ne sais pas,
2025/08/23 3:57:20 PM UTC+1,Option 1,Male,30,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:00:18 PM UTC+1,Option 1,Male,17,Gadamabanga,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/08/23 4:00:53 PM UTC+1,Option 1,Female,34,Gadamabanga,Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 4:01:41 PM UTC+1,Option 1,Male,32,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 4:02:11 PM UTC+1,Option 1,Male,23,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:02:42 PM UTC+1,Option 1,Female,34,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:03:17 PM UTC+1,Option 1,Male,24,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 4:04:46 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,0,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:05:21 PM UTC+1,Option 1,Male,35,Gadamabanga,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 4:05:54 PM UTC+1,Option 1,Female,24,Gadamabanga,food business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:06:24 PM UTC+1,Option 1,Female,19,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 4:06:57 PM UTC+1,Option 1,Male,27,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:07:36 PM UTC+1,Option 1,Male,34,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 4:08:24 PM UTC+1,Option 1,Female,26,Gadamabanga,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:20:39 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,3000,Yes,Other,No,Relatives / friends,Yes,
2025/08/23 4:22:20 PM UTC+1,Option 1,Male,27,Manwi,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer,,2000,Yes,A relative/friend,No,Relatives / friends,Je ne sais pas,
2025/08/23 4:23:28 PM UTC+1,Option 1,Female,35,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,7000,Yes,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:24:04 PM UTC+1,Option 1,Female,18,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:27:36 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:28:36 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent,,0,Yes,A relative/friend,Yes,No awareness received,Yes,
2025/08/23 4:29:15 PM UTC+1,Option 1,Male,25,Carrefour Borongo,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:30:40 PM UTC+1,Option 1,Female,36,Gadamabanga,food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,0,Yes,A relative/friend,Yes,Mobile agent,Yes,
2025/08/23 4:31:38 PM UTC+1,Option 1,Male,38,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,3500,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:33:07 PM UTC+1,Option 1,Male,23,Gadamabanga,Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:33:58 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:35:20 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,2500,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/08/23 4:35:53 PM UTC+1,Option 1,Male,29,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:51:48 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 4:52:25 PM UTC+1,Option 1,Male,28,Bini,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 4:53:29 PM UTC+1,Option 1,Male,24,Manwi,Phone credit / money transfer,More than 3 years,Yes,Yes,1,,2,0,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 4:54:44 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 6:59:26 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 6:59:57 PM UTC+1,Option 1,Male,34,Gadamabanga,Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 7:00:43 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,Yes,,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 7:01:20 PM UTC+1,Option 1,Female,36,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 7:01:54 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 7:02:32 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 7:03:03 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 7:03:56 PM UTC+1,Option 1,Female,34,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,3800,Yes,A relative/friend,No,Relatives / friends;No awareness received,Je ne sais pas,
2025/08/23 7:04:36 PM UTC+1,Option 1,Male,20,Bini,Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 7:05:11 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 7:06:00 PM UTC+1,Option 1,Male,32,Bini,clothing business,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 7:07:04 PM UTC+1,Option 1,Male,34,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,100000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 7:08:07 PM UTC+1,Option 1,Male,25,Carrefour Borongo,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/08/23 7:08:39 PM UTC+1,Option 1,Female,17,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 8:12:30 PM UTC+1,Option 1,Female,34,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 8:13:17 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 8:14:07 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:15:58 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 8:17:18 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/08/23 8:19:47 PM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 8:25:21 PM UTC+1,Option 1,Male,32,Bini,Phone credit / money transfer,1 to 3 years,No,No,,,,,,,Yes,No awareness received;Other,Yes,
2025/08/23 8:26:25 PM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,43000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 8:27:08 PM UTC+1,Option 1,Female,43,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Je ne sais pas,
2025/08/23 8:27:50 PM UTC+1,Option 1,Male,23,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/23 8:28:36 PM UTC+1,Option 1,Female,22,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/08/23 8:29:33 PM UTC+1,Option 1,Female,35,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:30:37 PM UTC+1,Option 1,Male,40,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,40000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 8:32:58 PM UTC+1,Option 1,Male,36,Dang,Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 8:33:44 PM UTC+1,Option 1,Female,39,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:34:27 PM UTC+1,Option 1,Male,23,Gadamabanga,clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:35:11 PM UTC+1,Option 1,Female,21,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 8:36:04 PM UTC+1,Option 1,Female,32,Bini,Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,,Yes,A relative/friend,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 8:36:44 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,No,
2025/08/23 8:37:25 PM UTC+1,Option 1,Female,23,Manwi,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 8:38:02 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:39:50 PM UTC+1,Option 1,Female,34,Manwi,Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:42:11 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/08/23 8:43:24 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 8:46:40 PM UTC+1,Option 1,Male,34,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 8:48:30 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",clothing business,1 to 3 years,No,No,,,,,,,No,Mobile agent,No,
2025/08/23 8:54:16 PM UTC+1,Option 1,Female,28,Manwi,food business,Less than 1 year,Yes,Yes,Once,Fake withdrawal or deposit message,,,Yes,Mobile operator,Yes,Relatives / friends,Yes,
2025/08/23 9:00:47 PM UTC+1,Option 1,Male,30,Carrefour Borongo,Other,More than 3 years,Yes,No,,,,,,,No,Other,Je ne sais pas,
2025/08/23 9:20:29 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 9:21:24 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 9:30:52 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/08/23 9:31:28 PM UTC+1,Option 1,Male,42,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/23 9:32:13 PM UTC+1,Option 1,Male,23,Gadamabanga,Phone credit / money transfer,Less than 1 year,No,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 9:32:45 PM UTC+1,Option 1,Female,22,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/23 9:33:30 PM UTC+1,Option 1,Male,24,Carrefour Borongo,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 9:34:02 PM UTC+1,Option 1,Female,37,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 9:35:22 PM UTC+1,Option 1,Male,26,Bini,Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/08/23 9:36:10 PM UTC+1,Option 1,Male,35,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Je ne sais pas,
2025/08/23 9:37:47 PM UTC+1,Option 1,Female,32,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 9:38:43 PM UTC+1,Option 1,Male,23,Carrefour Borongo,Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received;Other,Yes,
2025/08/23 9:39:40 PM UTC+1,Option 1,Female,22,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 9:40:37 PM UTC+1,Option 1,Male,32,Manwi,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 9:42:46 PM UTC+1,Option 1,Female,43,Gadamabanga,clothing business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,No awareness received,Je ne sais pas,
2025/08/23 9:43:57 PM UTC+1,Option 1,Male,28,Bini,Other,More than 3 years,No,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 9:44:39 PM UTC+1,Option 1,Male,26,Manwi,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/23 9:47:16 PM UTC+1,Option 1,Female,43,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,No awareness received,Yes,
2025/08/23 9:48:17 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 9:48:54 PM UTC+1,Option 1,Male,26,Manwi,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 9:50:04 PM UTC+1,Option 1,Male,23,Manwi,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/08/23 9:50:42 PM UTC+1,Option 1,Female,21,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received;Other,Yes,
2025/08/23 9:51:45 PM UTC+1,Option 1,Female,52,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 9:52:20 PM UTC+1,Option 1,Male,23,Gadamabanga,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,No,
2025/08/23 9:53:13 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 9:53:50 PM UTC+1,Option 1,Female,32,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/23 9:54:50 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 9:55:33 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/23 9:56:09 PM UTC+1,Option 1,Male,24,Gadamabanga,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 9:56:50 PM UTC+1,Option 1,Female,33,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/08/23 9:57:24 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/23 10:00:11 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,Relatives / friends,Yes,
